Area Name,Total/Rural/Urban,Availability of separate kitchen ,Fire-wood,Crop residue,Cowdung cake,"Coal,Lignite,Charcoal",Kerosene,LPG/PNG,Electricity,Biogas,Any other,No cooking,Total
Hasimnagar (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,4,4
Baneshwarpur (CT),Urban,Total,515,269,3,5,12,107,0,75,95,0,1081
Baneshwarpur (CT),Urban,Cooking inside house:,449,268,3,4,11,106,0,75,95,0,1011
Baneshwarpur (CT),Urban,Has Kitchen,249,151,0,3,6,93,0,75,1,0,578
Baneshwarpur (CT),Urban,Does not have kitchen,200,117,3,1,5,13,0,0,94,0,433
Baneshwarpur (CT),Urban,Cooking outside house:,66,1,0,1,1,1,0,0,0,0,70
Baneshwarpur (CT),Urban,Has Kitchen,35,0,0,1,0,1,0,0,0,0,37
Baneshwarpur (CT),Urban,Does not have kitchen,31,1,0,0,1,0,0,0,0,0,33
Baneshwarpur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Chandpala Anantapathpur (CT),Urban,Total,322,854,10,1,4,59,0,5,0,0,1255
Chandpala Anantapathpur (CT),Urban,Cooking inside house:,313,797,8,1,4,59,0,5,0,0,1187
Chandpala Anantapathpur (CT),Urban,Has Kitchen,222,406,4,0,4,52,0,4,0,0,692
Chandpala Anantapathpur (CT),Urban,Does not have kitchen,91,391,4,1,0,7,0,1,0,0,495
Chandpala Anantapathpur (CT),Urban,Cooking outside house:,9,57,2,0,0,0,0,0,0,0,68
Chandpala Anantapathpur (CT),Urban,Has Kitchen,5,16,1,0,0,0,0,0,0,0,22
Chandpala Anantapathpur (CT),Urban,Does not have kitchen,4,41,1,0,0,0,0,0,0,0,46
Chandpala Anantapathpur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Fatepur (CT),Urban,Total,1295,89,11,18,12,525,1,1,27,14,1993
Fatepur (CT),Urban,Cooking inside house:,1097,74,10,12,12,514,0,1,22,0,1742
Fatepur (CT),Urban,Has Kitchen,720,19,3,9,3,437,0,1,8,0,1200
Fatepur (CT),Urban,Does not have kitchen,377,55,7,3,9,77,0,0,14,0,542
Fatepur (CT),Urban,Cooking outside house:,198,15,1,6,0,11,1,0,5,0,237
Fatepur (CT),Urban,Has Kitchen,106,8,0,1,0,9,0,0,0,0,124
Fatepur (CT),Urban,Does not have kitchen,92,7,1,5,0,2,1,0,5,0,113
Fatepur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,14,14
Sub-District - Diamond Harbour - I,Total,Total,15470,13008,1190,193,76,2088,7,66,704,80,32882
Sub-District - Diamond Harbour - I,Total,Cooking inside house:,12003,9706,798,163,72,1967,5,54,553,0,25321
Sub-District - Diamond Harbour - I,Total,Has Kitchen,8046,5107,461,95,22,1763,3,45,341,0,15883
Sub-District - Diamond Harbour - I,Total,Does not have kitchen,3957,4599,337,68,50,204,2,9,212,0,9438
Sub-District - Diamond Harbour - I,Total,Cooking outside house:,3467,3302,392,30,4,121,2,12,151,0,7481
Sub-District - Diamond Harbour - I,Total,Has Kitchen,1985,986,179,12,1,78,2,6,47,0,3296
Sub-District - Diamond Harbour - I,Total,Does not have kitchen,1482,2316,213,18,3,43,0,6,104,0,4185
Sub-District - Diamond Harbour - I,Total,No Cooking,0,0,0,0,0,0,0,0,0,80,80
Sub-District - Diamond Harbour - I,Rural,Total,12652,11937,973,180,62,1805,5,62,622,62,28360
Sub-District - Diamond Harbour - I,Rural,Cooking inside house:,9864,8819,758,159,58,1697,4,50,514,0,21923
Sub-District - Diamond Harbour - I,Rural,Has Kitchen,6543,4707,431,91,17,1512,2,42,313,0,13658
Sub-District - Diamond Harbour - I,Rural,Does not have kitchen,3321,4112,327,68,41,185,2,8,201,0,8265
Sub-District - Diamond Harbour - I,Rural,Cooking outside house:,2788,3118,215,21,4,108,1,12,108,0,6375
Sub-District - Diamond Harbour - I,Rural,Has Kitchen,1576,898,101,11,1,66,1,6,44,0,2704
Sub-District - Diamond Harbour - I,Rural,Does not have kitchen,1212,2220,114,10,3,42,0,6,64,0,3671
Sub-District - Diamond Harbour - I,Rural,No Cooking,0,0,0,0,0,0,0,0,0,62,62
Sub-District - Diamond Harbour - I,Urban,Total,2818,1071,217,13,14,283,2,4,82,18,4522
Sub-District - Diamond Harbour - I,Urban,Cooking inside house:,2139,887,40,4,14,270,1,4,39,0,3398
Sub-District - Diamond Harbour - I,Urban,Has Kitchen,1503,400,30,4,5,251,1,3,28,0,2225
Sub-District - Diamond Harbour - I,Urban,Does not have kitchen,636,487,10,0,9,19,0,1,11,0,1173
Sub-District - Diamond Harbour - I,Urban,Cooking outside house:,679,184,177,9,0,13,1,0,43,0,1106
Sub-District - Diamond Harbour - I,Urban,Has Kitchen,409,88,78,1,0,12,1,0,3,0,592
Sub-District - Diamond Harbour - I,Urban,Does not have kitchen,270,96,99,8,0,1,0,0,40,0,514
Sub-District - Diamond Harbour - I,Urban,No Cooking,0,0,0,0,0,0,0,0,0,18,18
Masat (CT),Urban,Total,704,302,78,2,7,91,0,3,43,3,1233
Masat (CT),Urban,Cooking inside house:,627,243,22,2,7,88,0,3,33,0,1025
Masat (CT),Urban,Has Kitchen,401,137,15,2,3,82,0,2,26,0,668
Masat (CT),Urban,Does not have kitchen,226,106,7,0,4,6,0,1,7,0,357
Masat (CT),Urban,Cooking outside house:,77,59,56,0,0,3,0,0,10,0,205
Masat (CT),Urban,Has Kitchen,62,51,56,0,0,3,0,0,0,0,172
Masat (CT),Urban,Does not have kitchen,15,8,0,0,0,0,0,0,10,0,33
Masat (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,3,3
Sangrampur (CT),Urban,Total,886,298,13,0,1,11,1,1,0,9,1220
Sangrampur (CT),Urban,Cooking inside house:,393,298,0,0,1,7,0,1,0,0,700
Sangrampur (CT),Urban,Has Kitchen,278,40,0,0,0,7,0,1,0,0,326
Sangrampur (CT),Urban,Does not have kitchen,115,258,0,0,1,0,0,0,0,0,374
Sangrampur (CT),Urban,Cooking outside house:,493,0,13,0,0,4,1,0,0,0,511
Sangrampur (CT),Urban,Has Kitchen,272,0,13,0,0,4,1,0,0,0,290
Sangrampur (CT),Urban,Does not have kitchen,221,0,0,0,0,0,0,0,0,0,221
Sangrampur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,9,9
Mohanpur (CT),Urban,Total,575,228,118,9,4,41,0,0,39,1,1015
Mohanpur (CT),Urban,Cooking inside house:,489,118,11,0,4,36,0,0,6,0,664
Mohanpur (CT),Urban,Has Kitchen,332,52,10,0,1,34,0,0,2,0,431
Mohanpur (CT),Urban,Does not have kitchen,157,66,1,0,3,2,0,0,4,0,233
Mohanpur (CT),Urban,Cooking outside house:,86,110,107,9,0,5,0,0,33,0,350
Mohanpur (CT),Urban,Has Kitchen,55,23,9,1,0,4,0,0,3,0,95
Mohanpur (CT),Urban,Does not have kitchen,31,87,98,8,0,1,0,0,30,0,255
Mohanpur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Durganagar (CT),Urban,Total,653,243,8,2,2,140,1,0,0,5,1054
Durganagar (CT),Urban,Cooking inside house:,630,228,7,2,2,139,1,0,0,0,1009
Durganagar (CT),Urban,Has Kitchen,492,171,5,2,1,128,1,0,0,0,800
Durganagar (CT),Urban,Does not have kitchen,138,57,2,0,1,11,0,0,0,0,209
Durganagar (CT),Urban,Cooking outside house:,23,15,1,0,0,1,0,0,0,0,40
Durganagar (CT),Urban,Has Kitchen,20,14,0,0,0,1,0,0,0,0,35
Durganagar (CT),Urban,Does not have kitchen,3,1,1,0,0,0,0,0,0,0,5
Durganagar (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,5,5
Sub-District - Diamond Harbour - II,Total,Total,13546,20994,1289,296,317,2679,15,47,3261,105,42549
Sub-District - Diamond Harbour - II,Total,Cooking inside house:,11391,15962,868,147,301,2581,13,40,2587,0,33890
Sub-District - Diamond Harbour - II,Total,Has Kitchen,7450,8217,468,69,69,2119,8,25,1120,0,19545
Sub-District - Diamond Harbour - II,Total,Does not have kitchen,3941,7745,400,78,232,462,5,15,1467,0,14345
Sub-District - Diamond Harbour - II,Total,Cooking outside house:,2155,5032,421,149,16,98,2,7,674,0,8554
Sub-District - Diamond Harbour - II,Total,Has Kitchen,974,2070,273,43,3,41,0,2,225,0,3631
Sub-District - Diamond Harbour - II,Total,Does not have kitchen,1181,2962,148,106,13,57,2,5,449,0,4923
Sub-District - Diamond Harbour - II,Total,No Cooking,0,0,0,0,0,0,0,0,0,105,105
Sub-District - Diamond Harbour - II,Rural,Total,13095,20591,1281,296,317,2676,15,47,3169,101,41588
Sub-District - Diamond Harbour - II,Rural,Cooking inside house:,10958,15626,861,147,301,2578,13,40,2495,0,33019
Sub-District - Diamond Harbour - II,Rural,Has Kitchen,7039,8096,463,69,69,2116,8,25,1108,0,18993
Sub-District - Diamond Harbour - II,Rural,Does not have kitchen,3919,7530,398,78,232,462,5,15,1387,0,14026
Sub-District - Diamond Harbour - II,Rural,Cooking outside house:,2137,4965,420,149,16,98,2,7,674,0,8468
Sub-District - Diamond Harbour - II,Rural,Has Kitchen,971,2064,272,43,3,41,0,2,225,0,3621
Sub-District - Diamond Harbour - II,Rural,Does not have kitchen,1166,2901,148,106,13,57,2,5,449,0,4847
Sub-District - Diamond Harbour - II,Rural,No Cooking,0,0,0,0,0,0,0,0,0,101,101
Sub-District - Diamond Harbour - II,Urban,Total,451,403,8,0,0,3,0,0,92,4,961
Sub-District - Diamond Harbour - II,Urban,Cooking inside house:,433,336,7,0,0,3,0,0,92,0,871
Sub-District - Diamond Harbour - II,Urban,Has Kitchen,411,121,5,0,0,3,0,0,12,0,552
Sub-District - Diamond Harbour - II,Urban,Does not have kitchen,22,215,2,0,0,0,0,0,80,0,319
Sub-District - Diamond Harbour - II,Urban,Cooking outside house:,18,67,1,0,0,0,0,0,0,0,86
Sub-District - Diamond Harbour - II,Urban,Has Kitchen,3,6,1,0,0,0,0,0,0,0,10
Sub-District - Diamond Harbour - II,Urban,Does not have kitchen,15,61,0,0,0,0,0,0,0,0,76
Sub-District - Diamond Harbour - II,Urban,No Cooking,0,0,0,0,0,0,0,0,0,4,4
Patdaha (CT),Urban,Total,451,403,8,0,0,3,0,0,92,4,961
Patdaha (CT),Urban,Cooking inside house:,433,336,7,0,0,3,0,0,92,0,871
Patdaha (CT),Urban,Has Kitchen,411,121,5,0,0,3,0,0,12,0,552
Patdaha (CT),Urban,Does not have kitchen,22,215,2,0,0,0,0,0,80,0,319
Patdaha (CT),Urban,Cooking outside house:,18,67,1,0,0,0,0,0,0,0,86
Patdaha (CT),Urban,Has Kitchen,3,6,1,0,0,0,0,0,0,0,10
Patdaha (CT),Urban,Does not have kitchen,15,61,0,0,0,0,0,0,0,0,76
Patdaha (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,4,4
Sub-District - Kulpi,Total,Total,12816,38028,2721,491,75,1211,14,37,2384,170,57947
Sub-District - Kulpi,Total,Cooking inside house:,11236,31801,2297,405,68,1136,11,32,1952,0,48938
Sub-District - Kulpi,Total,Has Kitchen,9041,19390,1659,309,23,1013,3,28,1065,0,32531
Sub-District - Kulpi,Total,Does not have kitchen,2195,12411,638,96,45,123,8,4,887,0,16407
Sub-District - Kulpi,Total,Cooking outside house:,1580,6227,424,86,7,75,3,5,432,0,8839
Sub-District - Kulpi,Total,Has Kitchen,1005,3304,267,44,3,54,0,2,160,0,4839
Sub-District - Kulpi,Total,Does not have kitchen,575,2923,157,42,4,21,3,3,272,0,4000
Sub-District - Kulpi,Total,No Cooking,0,0,0,0,0,0,0,0,0,170,170
Sub-District - Kulpi,Rural,Total,11676,36385,2675,490,73,1157,14,37,2192,159,54858
Sub-District - Kulpi,Rural,Cooking inside house:,10296,30324,2254,405,66,1084,11,32,1761,0,46233
Sub-District - Kulpi,Rural,Has Kitchen,8415,18990,1630,309,23,971,3,28,983,0,31352
Sub-District - Kulpi,Rural,Does not have kitchen,1881,11334,624,96,43,113,8,4,778,0,14881
Sub-District - Kulpi,Rural,Cooking outside house:,1380,6061,421,85,7,73,3,5,431,0,8466
Sub-District - Kulpi,Rural,Has Kitchen,877,3210,265,43,3,52,0,2,159,0,4611
Sub-District - Kulpi,Rural,Does not have kitchen,503,2851,156,42,4,21,3,3,272,0,3855
Sub-District - Kulpi,Rural,No Cooking,0,0,0,0,0,0,0,0,0,159,159
Sub-District - Kulpi,Urban,Total,1140,1643,46,1,2,54,0,0,192,11,3089
Sub-District - Kulpi,Urban,Cooking inside house:,940,1477,43,0,2,52,0,0,191,0,2705
Sub-District - Kulpi,Urban,Has Kitchen,626,400,29,0,0,42,0,0,82,0,1179
Sub-District - Kulpi,Urban,Does not have kitchen,314,1077,14,0,2,10,0,0,109,0,1526
Sub-District - Kulpi,Urban,Cooking outside house:,200,166,3,1,0,2,0,0,1,0,373
Sub-District - Kulpi,Urban,Has Kitchen,128,94,2,1,0,2,0,0,1,0,228
Sub-District - Kulpi,Urban,Does not have kitchen,72,72,1,0,0,0,0,0,0,0,145
Sub-District - Kulpi,Urban,No Cooking,0,0,0,0,0,0,0,0,0,11,11
Berandari Bagaria (CT),Urban,Total,1040,715,44,1,0,48,0,0,192,11,2051
Berandari Bagaria (CT),Urban,Cooking inside house:,844,629,42,0,0,46,0,0,191,0,1752
Berandari Bagaria (CT),Urban,Has Kitchen,545,185,28,0,0,38,0,0,82,0,878
Berandari Bagaria (CT),Urban,Does not have kitchen,299,444,14,0,0,8,0,0,109,0,874
Berandari Bagaria (CT),Urban,Cooking outside house:,196,86,2,1,0,2,0,0,1,0,288
Berandari Bagaria (CT),Urban,Has Kitchen,125,39,2,1,0,2,0,0,1,0,170
Berandari Bagaria (CT),Urban,Does not have kitchen,71,47,0,0,0,0,0,0,0,0,118
Berandari Bagaria (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,11,11
Dhola (CT),Urban,Total,100,928,2,0,2,6,0,0,0,0,1038
Dhola (CT),Urban,Cooking inside house:,96,848,1,0,2,6,0,0,0,0,953
Dhola (CT),Urban,Has Kitchen,81,215,1,0,0,4,0,0,0,0,301
Dhola (CT),Urban,Does not have kitchen,15,633,0,0,2,2,0,0,0,0,652
Dhola (CT),Urban,Cooking outside house:,4,80,1,0,0,0,0,0,0,0,85
Dhola (CT),Urban,Has Kitchen,3,55,0,0,0,0,0,0,0,0,58
Dhola (CT),Urban,Does not have kitchen,1,25,1,0,0,0,0,0,0,0,27
Dhola (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Sub-District - Mandirbazar,Total,Total,11121,28908,1772,251,131,1427,8,36,1007,110,44771
Sub-District - Mandirbazar,Total,Cooking inside house:,9996,24771,1529,236,100,1377,7,34,980,0,39030
Sub-District - Mandirbazar,Total,Has Kitchen,7141,12505,1105,200,44,1170,4,27,460,0,22656
Sub-District - Mandirbazar,Total,Does not have kitchen,2855,12266,424,36,56,207,3,7,520,0,16374
Sub-District - Mandirbazar,Total,Cooking outside house:,1125,4137,243,15,31,50,1,2,27,0,5631
Sub-District - Mandirbazar,Total,Has Kitchen,626,1874,188,6,28,26,0,1,4,0,2753
Sub-District - Mandirbazar,Total,Does not have kitchen,499,2263,55,9,3,24,1,1,23,0,2878
Sub-District - Mandirbazar,Total,No Cooking,0,0,0,0,0,0,0,0,0,110,110
Sub-District - Mandirbazar,Rural,Total,9000,26406,1741,227,125,1195,8,26,905,105,39738
Sub-District - Mandirbazar,Rural,Cooking inside house:,8085,22710,1506,213,94,1148,7,25,878,0,34666
Sub-District - Mandirbazar,Rural,Has Kitchen,5746,11602,1092,192,44,987,4,19,399,0,20085
Sub-District - Mandirbazar,Rural,Does not have kitchen,2339,11108,414,21,50,161,3,6,479,0,14581
Sub-District - Mandirbazar,Rural,Cooking outside house:,915,3696,235,14,31,47,1,1,27,0,4967
Sub-District - Mandirbazar,Rural,Has Kitchen,530,1702,181,5,28,25,0,0,4,0,2475
Sub-District - Mandirbazar,Rural,Does not have kitchen,385,1994,54,9,3,22,1,1,23,0,2492
Sub-District - Mandirbazar,Rural,No Cooking,0,0,0,0,0,0,0,0,0,105,105
Sub-District - Mandirbazar,Urban,Total,2121,2502,31,24,6,232,0,10,102,5,5033
Sub-District - Mandirbazar,Urban,Cooking inside house:,1911,2061,23,23,6,229,0,9,102,0,4364
Sub-District - Mandirbazar,Urban,Has Kitchen,1395,903,13,8,0,183,0,8,61,0,2571
Sub-District - Mandirbazar,Urban,Does not have kitchen,516,1158,10,15,6,46,0,1,41,0,1793
Sub-District - Mandirbazar,Urban,Cooking outside house:,210,441,8,1,0,3,0,1,0,0,664
Sub-District - Mandirbazar,Urban,Has Kitchen,96,172,7,1,0,1,0,1,0,0,278
Sub-District - Mandirbazar,Urban,Does not have kitchen,114,269,1,0,0,2,0,0,0,0,386
Sub-District - Mandirbazar,Urban,No Cooking,0,0,0,0,0,0,0,0,0,5,5
Chandpur (M) (CT),Urban,Total,196,1120,12,3,0,3,0,0,102,0,1436
Chandpur (M) (CT),Urban,Cooking inside house:,135,975,5,3,0,2,0,0,102,0,1222
Chandpur (M) (CT),Urban,Has Kitchen,107,526,4,3,0,2,0,0,61,0,703
Chandpur (M) (CT),Urban,Does not have kitchen,28,449,1,0,0,0,0,0,41,0,519
Chandpur (M) (CT),Urban,Cooking outside house:,61,145,7,0,0,1,0,0,0,0,214
Chandpur (M) (CT),Urban,Has Kitchen,38,93,6,0,0,1,0,0,0,0,138
Chandpur (M) (CT),Urban,Does not have kitchen,23,52,1,0,0,0,0,0,0,0,76
Chandpur (M) (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Bangsidharpur (M) (P) (CT),Urban,Total,551,374,13,0,0,27,0,9,0,0,974
Bangsidharpur (M) (P) (CT),Urban,Cooking inside house:,526,326,12,0,0,27,0,9,0,0,900
Bangsidharpur (M) (P) (CT),Urban,Has Kitchen,365,66,9,0,0,27,0,8,0,0,475
Bangsidharpur (M) (P) (CT),Urban,Does not have kitchen,161,260,3,0,0,0,0,1,0,0,425
Bangsidharpur (M) (P) (CT),Urban,Cooking outside house:,25,48,1,0,0,0,0,0,0,0,74
Bangsidharpur (M) (P) (CT),Urban,Has Kitchen,21,45,1,0,0,0,0,0,0,0,67
Bangsidharpur (M) (P) (CT),Urban,Does not have kitchen,4,3,0,0,0,0,0,0,0,0,7
Bangsidharpur (M) (P) (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Purba Bishnupur (M) (CT),Urban,Total,1374,1008,6,21,6,202,0,1,0,5,2623
Purba Bishnupur (M) (CT),Urban,Cooking inside house:,1250,760,6,20,6,200,0,0,0,0,2242
Purba Bishnupur (M) (CT),Urban,Has Kitchen,923,311,0,5,0,154,0,0,0,0,1393
Purba Bishnupur (M) (CT),Urban,Does not have kitchen,327,449,6,15,6,46,0,0,0,0,849
Purba Bishnupur (M) (CT),Urban,Cooking outside house:,124,248,0,1,0,2,0,1,0,0,376
Purba Bishnupur (M) (CT),Urban,Has Kitchen,37,34,0,1,0,0,0,1,0,0,73
Purba Bishnupur (M) (CT),Urban,Does not have kitchen,87,214,0,0,0,2,0,0,0,0,303
Purba Bishnupur (M) (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,5,5
Sub-District - Mathurapur - I,Total,Total,10795,26056,1059,155,64,838,8,15,1393,78,40461
Sub-District - Mathurapur - I,Total,Cooking inside house:,10050,22859,837,144,62,821,8,15,1300,0,36096
Sub-District - Mathurapur - I,Total,Has Kitchen,7787,14603,608,102,30,750,6,15,794,0,24695
Sub-District - Mathurapur - I,Total,Does not have kitchen,2263,8256,229,42,32,71,2,0,506,0,11401
Sub-District - Mathurapur - I,Total,Cooking outside house:,745,3197,222,11,2,17,0,0,93,0,4287
Sub-District - Mathurapur - I,Total,Has Kitchen,466,1513,109,8,0,9,0,0,23,0,2128
Sub-District - Mathurapur - I,Total,Does not have kitchen,279,1684,113,3,2,8,0,0,70,0,2159
Sub-District - Mathurapur - I,Total,No Cooking,0,0,0,0,0,0,0,0,0,78,78
Sub-District - Mathurapur - I,Rural,Total,8742,23451,881,149,60,660,7,15,956,71,34992
Sub-District - Mathurapur - I,Rural,Cooking inside house:,8055,20498,667,139,59,643,7,15,899,0,30982
Sub-District - Mathurapur - I,Rural,Has Kitchen,6162,13170,472,97,27,580,5,15,587,0,21115
Sub-District - Mathurapur - I,Rural,Does not have kitchen,1893,7328,195,42,32,63,2,0,312,0,9867
Sub-District - Mathurapur - I,Rural,Cooking outside house:,687,2953,214,10,1,17,0,0,57,0,3939
Sub-District - Mathurapur - I,Rural,Has Kitchen,432,1369,104,7,0,9,0,0,23,0,1944
Sub-District - Mathurapur - I,Rural,Does not have kitchen,255,1584,110,3,1,8,0,0,34,0,1995
Sub-District - Mathurapur - I,Rural,No Cooking,0,0,0,0,0,0,0,0,0,71,71
Sub-District - Mathurapur - I,Urban,Total,2053,2605,178,6,4,178,1,0,437,7,5469
Sub-District - Mathurapur - I,Urban,Cooking inside house:,1995,2361,170,5,3,178,1,0,401,0,5114
Sub-District - Mathurapur - I,Urban,Has Kitchen,1625,1433,136,5,3,170,1,0,207,0,3580
Sub-District - Mathurapur - I,Urban,Does not have kitchen,370,928,34,0,0,8,0,0,194,0,1534
Sub-District - Mathurapur - I,Urban,Cooking outside house:,58,244,8,1,1,0,0,0,36,0,348
Sub-District - Mathurapur - I,Urban,Has Kitchen,34,144,5,1,0,0,0,0,0,0,184
Sub-District - Mathurapur - I,Urban,Does not have kitchen,24,100,3,0,1,0,0,0,36,0,164
Sub-District - Mathurapur - I,Urban,No Cooking,0,0,0,0,0,0,0,0,0,7,7
Purba Ranaghat (CT),Urban,Total,224,482,60,0,0,1,0,0,258,3,1028
Purba Ranaghat (CT),Urban,Cooking inside house:,221,462,59,0,0,1,0,0,257,0,1000
Purba Ranaghat (CT),Urban,Has Kitchen,207,327,55,0,0,1,0,0,140,0,730
Purba Ranaghat (CT),Urban,Does not have kitchen,14,135,4,0,0,0,0,0,117,0,270
Purba Ranaghat (CT),Urban,Cooking outside house:,3,20,1,0,0,0,0,0,1,0,25
Purba Ranaghat (CT),Urban,Has Kitchen,3,19,1,0,0,0,0,0,0,0,23
Purba Ranaghat (CT),Urban,Does not have kitchen,0,1,0,0,0,0,0,0,1,0,2
Purba Ranaghat (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,3,3
Lalpur (CT),Urban,Total,292,529,13,0,0,2,0,0,29,1,866
Lalpur (CT),Urban,Cooking inside house:,274,481,13,0,0,2,0,0,25,0,795
Lalpur (CT),Urban,Has Kitchen,173,125,1,0,0,2,0,0,5,0,306
Lalpur (CT),Urban,Does not have kitchen,101,356,12,0,0,0,0,0,20,0,489
Lalpur (CT),Urban,Cooking outside house:,18,48,0,0,0,0,0,0,4,0,70
Lalpur (CT),Urban,Has Kitchen,13,16,0,0,0,0,0,0,0,0,29
Lalpur (CT),Urban,Does not have kitchen,5,32,0,0,0,0,0,0,4,0,41
Lalpur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,1,1
Krishna Chandrapur (CT),Urban,Total,839,772,56,3,1,68,0,0,1,0,1740
Krishna Chandrapur (CT),Urban,Cooking inside house:,818,701,51,3,0,68,0,0,0,0,1641
Krishna Chandrapur (CT),Urban,Has Kitchen,639,363,49,3,0,67,0,0,0,0,1121
Krishna Chandrapur (CT),Urban,Does not have kitchen,179,338,2,0,0,1,0,0,0,0,520
Krishna Chandrapur (CT),Urban,Cooking outside house:,21,71,5,0,1,0,0,0,1,0,99
Krishna Chandrapur (CT),Urban,Has Kitchen,7,54,4,0,0,0,0,0,0,0,65
Krishna Chandrapur (CT),Urban,Does not have kitchen,14,17,1,0,1,0,0,0,1,0,34
Krishna Chandrapur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,0,0
Mathurapur (CT),Urban,Total,698,822,49,3,3,107,1,0,149,3,1835
Mathurapur (CT),Urban,Cooking inside house:,682,717,47,2,3,107,1,0,119,0,1678
Mathurapur (CT),Urban,Has Kitchen,606,618,31,2,3,100,1,0,62,0,1423
Mathurapur (CT),Urban,Does not have kitchen,76,99,16,0,0,7,0,0,57,0,255
Mathurapur (CT),Urban,Cooking outside house:,16,105,2,1,0,0,0,0,30,0,154
Mathurapur (CT),Urban,Has Kitchen,11,55,0,1,0,0,0,0,0,0,67
Mathurapur (CT),Urban,Does not have kitchen,5,50,2,0,0,0,0,0,30,0,87
Mathurapur (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,3,3
Sub-District - Jaynagar - I,Total,Total,27865,18124,2854,684,147,3377,17,26,1973,94,55161
Sub-District - Jaynagar - I,Total,Cooking inside house:,24178,13790,2582,625,138,3241,11,25,1841,0,46431
Sub-District - Jaynagar - I,Total,Has Kitchen,14519,5448,1510,288,61,2815,6,21,849,0,25517
Sub-District - Jaynagar - I,Total,Does not have kitchen,9659,8342,1072,337,77,426,5,4,992,0,20914
Sub-District - Jaynagar - I,Total,Cooking outside house:,3687,4334,272,59,9,136,6,1,132,0,8636
Sub-District - Jaynagar - I,Total,Has Kitchen,1924,1738,87,36,3,56,4,0,31,0,3879
Sub-District - Jaynagar - I,Total,Does not have kitchen,1763,2596,185,23,6,80,2,1,101,0,4757
Sub-District - Jaynagar - I,Total,No Cooking,0,0,0,0,0,0,0,0,0,94,94
Sub-District - Jaynagar - I,Rural,Total,21990,15911,2804,511,91,2059,8,22,1772,76,45244
Sub-District - Jaynagar - I,Rural,Cooking inside house:,19103,12312,2536,464,86,1947,7,21,1649,0,38125
Sub-District - Jaynagar - I,Rural,Has Kitchen,11641,4761,1493,208,34,1662,5,17,789,0,20610
Sub-District - Jaynagar - I,Rural,Does not have kitchen,7462,7551,1043,256,52,285,2,4,860,0,17515
Sub-District - Jaynagar - I,Rural,Cooking outside house:,2887,3599,268,47,5,112,1,1,123,0,7043
Sub-District - Jaynagar - I,Rural,Has Kitchen,1550,1216,84,29,2,43,0,0,28,0,2952
Sub-District - Jaynagar - I,Rural,Does not have kitchen,1337,2383,184,18,3,69,1,1,95,0,4091
Sub-District - Jaynagar - I,Rural,No Cooking,0,0,0,0,0,0,0,0,0,76,76
Sub-District - Jaynagar - I,Urban,Total,5875,2213,50,173,56,1318,9,4,201,18,9917
Sub-District - Jaynagar - I,Urban,Cooking inside house:,5075,1478,46,161,52,1294,4,4,192,0,8306
Sub-District - Jaynagar - I,Urban,Has Kitchen,2878,687,17,80,27,1153,1,4,60,0,4907
Sub-District - Jaynagar - I,Urban,Does not have kitchen,2197,791,29,81,25,141,3,0,132,0,3399
Sub-District - Jaynagar - I,Urban,Cooking outside house:,800,735,4,12,4,24,5,0,9,0,1593
Sub-District - Jaynagar - I,Urban,Has Kitchen,374,522,3,7,1,13,4,0,3,0,927
Sub-District - Jaynagar - I,Urban,Does not have kitchen,426,213,1,5,3,11,1,0,6,0,666
Sub-District - Jaynagar - I,Urban,No Cooking,0,0,0,0,0,0,0,0,0,18,18
Raynagar (CT),Urban,Total,1106,19,2,17,1,77,1,1,0,2,1226
Raynagar (CT),Urban,Cooking inside house:,959,18,2,14,1,76,1,1,0,0,1072
Raynagar (CT),Urban,Has Kitchen,460,7,1,3,1,68,1,1,0,0,542
Raynagar (CT),Urban,Does not have kitchen,499,11,1,11,0,8,0,0,0,0,530
Raynagar (CT),Urban,Cooking outside house:,147,1,0,3,0,1,0,0,0,0,152
Raynagar (CT),Urban,Has Kitchen,36,0,0,1,0,0,0,0,0,0,37
Raynagar (CT),Urban,Does not have kitchen,111,1,0,2,0,1,0,0,0,0,115
Raynagar (CT),Urban,No Cooking,0,0,0,0,0,0,0,0,0,2,2
